V1	S53	S57	S60	S63	S90	S69	S76	S77	S55	S62	S92	S79	S82	S83	S84	S85	S86	S87	S88	S78	S65	S70	S74a	S80	S81	S51	S90	S94	S95	S96	S101	S109	S74	S93	S100	S102	S99	S107	S54	S104	S105	S111	S112	S113	S114	S98	S118	S119	S120	S121	S122	S155	S154	S156	S157	S159	S160	S161	S184	S169	S175	S162	S180	S185	S178	S202	S203	S204	S206	S207	S208	S205	S301	S302	S304	S308	S307	S304
S184	471434.0356	471569.022	471416.8373	471286.5974	17025.24177	106471.8189	108342.8103	109309.5768	62087.20477	60253.88122	60422.11775	21074.86111	5752.19205	5524.445772	5471.301091	6062.294871	37930.64536	7445.572539	7345.115051	20419.10451	785.8205779	217.3485782	491.5879995	3032.140557	3904.955609	27056.45183	17025.24177	26880.74286	13750.08434	7091.404914	6701.856868	6641.162373	491.5879995	248919.4627	279070.0665	278506.9937	6882.595486	46906.8104	11987.07318	31849.34471	32205.27794	6118.866346	7599.74765	5588.200959	6479.259912	249519.469	21614.0745	17902.41129	17914.57789	14071.61476	15861.34997	60131.5749	60573.91575	62139.60362	36005.13338	108321.8333	109387.6393	106370.6872	0	376.5672537	141.4039469	343.7075459	621.5061608	524.1205468	621.2649783	5354.209469	5632.175848	5944.847355	5960.849363	5309.200718	5295.244747	5614.341032	7149.458963	7371.420781	7227.490326	7025.516098	7227.490326	7227.490326
S169	471072.4417	471207.4609	471055.3061	470925.0338	17161.98364	106102.6888	107972.7015	108938.9441	62460.90013	60625.46308	60792.85716	21280.68293	5616.24988	5387.644972	5357.719491	5957.567568	38285.74241	7304.602377	7193.984097	20557.18849	930.9603062	272.2355031	450.5502415	2655.828002	3528.397957	27308.30584	17161.98364	27136.2199	14113.81487	7274.810288	6896.034756	6830.415439	450.5502415	248542.9651	278693.6962	278130.6337	7068.231954	47218.79198	11958.27075	32144.21864	32499.76031	5941.277503	7432.683493	5437.330512	6337.384739	249142.9697	21987.79446	18236.83163	18283.30807	14388.97319	16141.90477	60503.1355	60944.68342	62513.22101	36353.28189	107951.7073	109017.0225	106001.6007	376.5672537	0	238.9318783	141.4054305	490.1361145	483.0881099	753.1311645	5232.578834	5488.106324	5799.334294	5825.639295	5179.475114	5152.976943	5491.483286	7345.574522	7567.488626	7409.262198	7216.688275	7409.262198	7409.262198
S175	471293.3299	471428.3207	471276.1399	471145.8957	17050.83375	106340.6286	108210.9153	109177.2935	62228.35924	60395.25688	60563.5185	21128.68286	5675.513979	5447.377755	5402.08434	5996.386125	38070.30498	7367.754904	7263.864484	20445.3729	798.3021952	129.6851427	466.0114672	2892.379771	3765.834057	27129.9094	17050.83375	26955.77002	13877.61979	7134.770644	6749.592341	6686.830609	466.0114672	248779.9619	278930.2746	278367.1841	6926.82985	47007.43454	11949.35943	31941.95995	32297.71638	6028.536005	7513.26875	5506.457336	6400.859917	249379.9741	21748.88569	18013.81772	18045.4475	14174.54193	15947.2409	60272.95154	60715.31608	62280.77193	36123.77201	108189.9257	109255.368	106239.5277	141.4039469	238.9318783	0	207.0944044	524.1277517	450.7022211	623.3697799	5282.188332	5552.718957	5865.036663	5884.503848	5234.412982	5216.233693	5542.028731	7198.11742	7420.110873	7270.215452	7072.084921	7270.215452	7270.215452
S162	471092.1097	471227.0852	471074.8906	470944.6615	17020.69562	106185.1281	108053.5666	109018.9115	62419.36081	60589.25726	60758.46171	21141.16995	5514.685319	5286.233717	5249.940619	5847.753271	38274.02771	7205.000188	7097.38826	20415.88838	791.9288335	167.9796852	563.7656026	2711.864551	3587.73762	27173.90668	17020.69562	27002.40479	14025.23932	7134.260695	6756.100283	6690.193474	563.7656026	248598.4809	278747.4983	278184.3263	6927.802569	47098.75932	11833.24491	32018.90974	32374.33909	5852.840219	7341.157547	5340.102603	6237.789381	249198.518	21914.88824	18126.69177	18200.96519	14271.4559	16013.24085	60466.97728	60910.22913	62471.90662	36250.85205	108032.5439	109097.0177	106084.1073	343.7075459	141.4054305	207.0944044	0	366.6869479	343.7075459	614.6408755	5126.877965	5388.856935	5700.633903	5723.944254	5075.969536	5053.050422	5386.224239	7205.731685	7427.628083	7268.630975	7076.550006	7268.630975	7268.630975
S180	470930.3952	471065.2677	470912.9799	470782.8522	16710.33204	106195.3624	108058.79	109021.2984	62528.59794	60712.17145	60885.92547	20877.19202	5154.455239	4926.162981	4885.902331	5482.733928	38456.1705	6845.966531	6740.811051	20105.76697	596.0467084	406.3996868	930.3258101	2676.103928	3553.051492	26951.48593	16710.33204	26783.83755	14002.08928	6859.830147	6490.703011	6420.993137	930.3258101	248528.3913	278672.6468	278109.1748	6655.393772	46951.69216	11468.75816	31847.58506	32202.43371	5504.502339	6989.206361	4983.368845	5878.907313	249128.5175	21939.14092	18023.95884	18196.71887	14139.02859	15826.43074	60590.01444	61037.54213	62581.7245	36175.46873	108037.677	109099.4914	106094.5571	621.5061608	490.1361145	524.1277517	366.6869479	0	141.4039469	453.2769787	4763.990305	5030.425906	5342.572166	5363.580622	4714.470708	4694.167958	5023.560237	6941.159439	7162.68537	6992.772506	6808.224555	6992.772506	6992.772506
S185	471071.1131	471205.9811	471053.6894	470923.566	16681.48247	106326.298	108190.444	109153.348	62387.38942	60570.77976	60744.52153	20820.52986	5230.026649	5002.116571	4953.097655	5546.50062	38316.72094	6923.043889	6821.587686	20076.78304	493.9040194	322.5099499	893.541923	2810.332208	3687.785515	26875.84507	16681.48247	26706.62089	13872.40172	6808.002114	6433.945744	6366.241439	893.541923	248667.8476	278812.4022	278248.9481	6602.420983	46849.97748	11504.07691	31753.25964	32108.30199	5595.117347	7075.627157	5064.522985	5956.498824	249267.968	21803.4089	17910.06487	18064.41407	14032.58485	15736.97874	60448.62209	60896.1382	62440.50385	36055.73534	108169.3437	109231.5291	106225.4612	524.1205468	483.0881099	450.7022211	343.7075459	141.4039469	0	333.5853035	4834.269383	5109.052166	5421.637132	5438.828508	4787.825869	4772.236708	5094.253192	6884.047822	7105.801536	6941.758077	6753.070593	6941.758077	6941.758077
S178	471311.9428	471446.7386	471294.3815	471164.3293	16428.5308	106647.0285	108509.8919	109472.0436	62114.88787	60306.10797	60482.55985	20527.71156	5210.450066	4984.259342	4911.635774	5494.382897	38093.04659	6904.123506	6813.285906	19823.22337	178.237365	507.5172681	1088.190681	3125.376443	4001.342217	26561.89358	16428.5308	26391.19585	13549.77249	6524.007307	6143.600106	6078.580513	1088.190681	248960.6828	279103.0803	278539.4898	6316.997093	46518.17698	11375.99582	31424.89925	31780.04921	5618.158104	7083.340604	5061.121757	5940.787647	249560.8424	21494.07661	17576.6245	17746.38782	13699.53438	15411.86535	60184.0247	60634.08335	62168.32243	35723.96578	108488.768	109550.2479	106546.2456	621.2649783	753.1311645	623.3697799	614.6408755	453.2769787	333.5853035	0	4801.426871	5098.350581	5411.321852	5417.800522	4763.486874	4761.010627	5061.724128	6592.990372	6814.926978	6658.797578	6464.642527	6658.797578	6658.797578
S202	468233.7099	468367.3443	468213.9466	468085.0382	13487.37801	105731.545	107528.1067	108452.9333	64762.87997	63111.23293	63337.56918	18397.68111	449.5747051	282.14623	170.8623583	764.4664936	41594.49155	2110.479419	2044.545519	16809.59273	4699.831659	5156.145136	5683.089514	5031.212895	5369.135408	25033.53453	13487.37801	24928.12834	15231.28013	5359.658146	5279.189708	5159.693487	5683.089514	246975.494	277055.2741	276488.1257	5256.462688	45959.97496	6974.968098	30629.83472	30972.1957	1175.182319	2371.498998	500.6393897	1164.44005	247576.6319	23461.90591	18060.91723	19477.72198	13956.98514	14762.26376	62990.8042	63487.07688	64822.72908	36238.63988	107505.8474	108532.1691	105633.6413	5354.209469	5232.578834	5282.188332	5126.877965	4763.990305	4834.269383	4801.426871	0	436.565423	691.5539626	637.2465942	129.783589	315.4059746	260.3290368	5609.439838	5763.729011	5426.287564	5442.7962	5426.287564	5426.287564
S203	467797.261	467930.8922	467777.4917	467648.5864	13635.31416	105358.5853	107151.8814	108074.9057	65197.29182	63547.01923	63773.64566	18614.7113	180.2554634	154.8352461	494.7241489	782.3252247	42026.67868	1816.511536	1714.945904	16937.07765	5006.391657	5428.880156	5938.088202	5080.364694	5349.234704	25290.18762	13635.31416	25190.0908	15658.97816	5739.526295	5675.097208	5555.096646	5938.088202	246558.164	276636.0175	276068.771	5643.486641	46271.38768	6908.990217	30934.15022	31275.37341	738.9581937	2004.20363	118.5479627	849.3751341	247159.3278	23890.15465	18449.14458	19903.20521	14344.04488	15101.3143	63426.60282	63923.14127	65257.20691	36613.42525	107129.5693	108154.1862	105260.826	5632.175848	5488.106324	5552.718957	5388.856935	5030.425906	5109.052166	5098.350581	436.565423	0	312.9947501	363.438622	385.4656171	337.3596391	334.7994426	5994.543814	6143.002884	5801.263053	5828.636724	5801.263053	5801.263053
S204	467585.3288	467718.8868	467565.4213	467436.5881	13504.16861	105290.8671	107079.6974	108000.2167	65391.66585	63750.92366	63980.46732	18532.73857	245.7361773	439.555458	684.7816767	696.0800122	42273.88157	1505.971478	1401.965177	16790.67681	5319.116106	5741.331636	6249.178062	5339.655841	5577.764204	25239.69003	13504.16861	25144.26508	15829.58077	5831.094267	5789.51519	5669.017959	6249.178062	246416.8563	276490.3908	275922.9211	5745.056915	46270.54856	6661.855333	30927.2099	31267.26849	583.0444338	1696.937256	370.115809	540.2645948	247018.0763	24061.40647	18543.33635	20066.94933	14437.68323	15134.16641	63630.62026	64129.82567	65451.95508	36686.58529	107057.3127	108079.559	105193.3035	5944.847355	5799.334294	5865.036663	5700.633903	5342.572166	5421.637132	5411.321852	691.5539626	312.9947501	0	174.7278787	675.9689287	650.3540034	486.9937383	6092.66666	6232.893576	5886.26139	5928.137038	5886.26139	5886.26139
S206	467709.999	467843.5181	467690.018	467561.2231	13342.65957	105460.1946	107248.3748	108168.5126	65258.66202	63622.50125	63853.51588	18362.41702	209.4671902	438.1622244	589.5509005	521.4949644	42171.8592	1486.323868	1408.92647	16633.18631	5320.67971	5759.690859	6276.020627	5441.740829	5700.255407	25066.29315	13342.65957	24970.56115	15687.45916	5667.618756	5631.342473	5510.769354	6276.020627	246570.1506	276642.3579	276074.8188	5583.791812	46095.91937	6549.599028	30752.50376	31092.55316	750.3200514	1736.007919	458.8645965	528.3962621	247171.3873	23919.13375	18379.09369	19922.00323	14273.49505	14961.37843	63502.25486	64002.8034	65319.12396	36518.35488	107225.9792	108247.8644	105362.6585	5960.849363	5825.639295	5884.503848	5723.944254	5363.580622	5438.828508	5417.800522	637.2465942	363.438622	174.7278787	0	654.968619	678.7467192	394.7523982	5930.506239	6068.949436	5721.449399	5766.337568	5721.449399	5721.449399
S207	468163.779	468297.4481	468144.0812	468015.1387	13614.18675	105616.3978	107413.8414	108339.1748	64841.0682	63185.24834	63410.25056	18527.381	450.528842	237.5164873	295.3956175	860.5432009	41645.63058	2140.86893	2061.031559	16934.97645	4665.785321	5109.113557	5630.008802	4925.845214	5253.146937	25162.95178	13614.18675	25057.38338	15320.11691	5474.531029	5388.729863	5269.465608	5630.008802	246878.5416	276959.6587	276392.5811	5369.172497	46085.8986	7072.312236	30756.4994	31098.96075	1109.679117	2371.562579	421.8715887	1181.657405	247479.6618	23549.93373	18172.07698	19568.69448	14068.67804	14884.93727	63064.7691	63559.82079	64900.75761	36353.61711	107391.5967	108418.3977	105518.4561	5309.200718	5179.475114	5234.412982	5075.969536	4714.470708	4787.825869	4763.486874	129.783589	385.4656171	675.9689287	654.968619	0	188.032945	325.9353057	5722.667747	5878.667172	5542.491664	5555.834917	5542.491664	5542.491664
S208	468026.3579	468160.0677	468006.7371	467877.7544	13782.57428	105433.2836	107231.3677	108157.0785	64988.24524	63327.67882	63551.1423	18707.82267	470.7671725	246.6050958	471.0271012	983.791165	41760.7661	2151.950667	2052.299808	17099.24612	4669.331012	5092.229134	5603.108248	4808.499221	5113.480184	25348.10807	13782.57428	25243.01132	15479.4505	5657.867099	5568.161237	5449.093268	5603.108248	246711.4808	276793.9407	276226.935	5551.004039	46273.92748	7180.691062	30944.4394	31286.87854	994.2053674	2337.201838	317.9929679	1184.767592	247312.5834	23708.19191	18352.35077	19730.11882	14249.41994	15072.37096	63207.14192	63700.78427	65047.75431	36536.69157	107209.1338	108236.2918	105335.3148	5295.244747	5152.976943	5216.233693	5053.050422	4694.167958	4772.236708	4761.010627	315.4059746	337.3596391	650.3540034	678.7467192	188.032945	0	442.9417377	5904.842634	6062.020913	5726.695167	5737.887469	5726.695167	5726.695167
S205	468070.8766	468204.4465	468050.9915	467922.1466	13355.12909	105692.0391	107484.8622	108407.5893	64910.09294	63266.85972	63495.78051	18307.17878	245.897665	237.7573767	198.526154	542.4024158	41788.97367	1852.252854	1792.035426	16666.64311	4959.88976	5416.072779	5942.017635	5243.917808	5556.277581	24970.32334	13355.12909	24868.76459	15356.49922	5408.265251	5348.788253	5228.624423	5942.017635	246873.9034	276949.9958	276382.6556	5314.100595	45939.6913	6749.80217	30603.50982	30944.92865	1034.388122	2129.078436	443.6381751	914.2843038	247475.0897	23588.222	18119.13928	19597.17448	14013.82913	14766.72271	63146.53079	63645.16682	64970.272	36280.38437	107462.5418	108486.8775	105594.2989	5614.341032	5491.483286	5542.028731	5386.224239	5023.560237	5094.253192	5061.724128	260.3290368	334.7994426	486.9937383	394.7523982	325.9353057	442.9417377	0	5664.528259	5811.533949	5468.994694	5498.863141	5468.994694	5468.994694
S301	473202.4728	473335.2831	473181.1563	473053.0602	10040.028	111337.3315	113136.1953	114061.8246	59657.28094	58107.54176	58367.01421	13936.52221	5893.643994	5861.628411	5504.063304	5461.705149	37287.40466	6567.803905	6708.611255	13406.9549	6414.865458	7095.216416	7640.985878	8986.250267	9697.570504	20103.59532	10040.028	19954.36575	10020.03076	289.2111955	450.6719603	532.8843488	7640.985878	252463.5131	282524.6656	281956.5263	356.0330655	40583.75595	7421.195149	25317.51358	25666.30192	6675.23005	7130.226453	6090.229687	6193.992563	253064.8776	18203.05483	12454.65256	14172.15665	8349.503986	9301.508723	57988.47639	58514.8057	59720.82417	30632.83369	113113.9644	114141.0445	111239.3018	7149.458963	7345.574522	7198.11742	7205.731685	6941.159439	6884.047822	6592.990372	5609.439838	5994.543814	6092.66666	5930.506239	5722.667747	5904.842634	5664.528259	0	221.993639	328.4377032	167.5657002	328.4377032	328.4377032
S302	473262.6857	473395.4285	473241.2426	473113.2128	9828.029023	111495.0543	113291.7513	114216.1466	59590.32475	58050.02539	58312.36593	13714.82669	6037.99974	6012.307514	5654.541335	5593.380164	37285.38586	6666.033248	6812.483119	13192.5497	6636.797201	7317.193614	7862.943627	9199.504704	9907.127306	19888.92803	9828.029023	19740.76793	9960.459135	404.1549972	671.9823981	748.9075665	7862.943627	252579.2724	282637.4531	282069.1645	545.8904283	40389.94084	7349.296461	25118.36021	25466.80637	6815.881223	7232.609524	6240.53303	6318.970628	253180.6723	18128.41557	12310.4564	14094.55348	8204.798312	9110.053294	57931.09025	58459.99666	59654.2137	30474.99729	113269.4845	114295.3976	111397.1184	7371.420781	7567.488626	7420.110873	7427.628083	7162.68537	7105.801536	6814.926978	5763.729011	6143.002884	6232.893576	6068.949436	5878.667172	6062.020913	5811.533949	221.993639	0	357.9391456	365.5521605	357.9391456	357.9391456
S304	472910.402	473043.1648	472888.9965	472760.9469	9887.253293	111157.4369	112952.5247	113876.0419	59944.36227	58401.38632	58662.78632	13891.55837	5693.743519	5672.121072	5314.384369	5242.92233	37608.51835	6308.173763	6454.988913	13264.26302	6480.576972	7163.892226	7718.89677	8964.504658	9657.333949	20124.57941	9887.253293	19981.31663	10312.05538	140.0003339	584.7021315	604.3848361	7718.89677	252222.9869	282280.6729	281712.3619	353.1859037	40684.39387	7096.292589	25402.42255	25750.0871	6469.305818	6874.974255	5899.990544	5965.860401	252824.3932	18484.00811	12657.80719	14450.63936	8552.324656	9411.292561	58282.40956	58810.47157	60008.16496	30813.20288	112930.2321	113955.3146	111059.5727	7227.490326	7409.262198	7270.215452	7268.630975	6992.772506	6941.758077	6658.797578	5426.287564	5801.263053	5886.26139	5721.449399	5542.491664	5726.695167	5468.994694	328.4377032	357.9391456	0	286.2852161	0	0
S308	473062.6173	473195.4567	473041.3556	472913.2307	10129.99987	111170.156	112969.1932	113894.9341	59800.23991	58246.50246	58504.71321	14069.10067	5728.391203	5695.417971	5337.902131	5299.050602	37398.75593	6414.777432	6553.635557	13501.95139	6286.43666	6967.973527	7517.104064	8834.085265	9541.724345	20254.10844	10129.99987	20106.18801	10161.03011	180.9829267	328.6618618	387.5827155	7517.104064	252303.9148	282365.8816	281797.7843	188.5548978	40747.82384	7362.400829	25479.59277	25828.23292	6510.574949	6975.671971	5924.057167	6032.868522	252905.2698	18349.55723	12620.50921	14319.97004	8515.518061	9466.159978	58127.38081	58652.57525	59863.64022	30800.05578	112946.9654	113974.1511	111072.1194	7025.516098	7216.688275	7072.084921	7076.550006	6808.224555	6753.070593	6464.642527	5442.7962	5828.636724	5928.137038	5766.337568	5555.834917	5737.887469	5498.863141	167.5657002	365.5521605	286.2852161	0	286.2852161	286.2852161
S307	472910.402	473043.1648	472888.9965	472760.9469	9887.253293	111157.4369	112952.5247	113876.0419	59944.36227	58401.38632	58662.78632	13891.55837	5693.743519	5672.121072	5314.384369	5242.92233	37608.51835	6308.173763	6454.988913	13264.26302	6480.576972	7163.892226	7718.89677	8964.504658	9657.333949	20124.57941	9887.253293	19981.31663	10312.05538	140.0003339	584.7021315	604.3848361	7718.89677	252222.9869	282280.6729	281712.3619	353.1859037	40684.39387	7096.292589	25402.42255	25750.0871	6469.305818	6874.974255	5899.990544	5965.860401	252824.3932	18484.00811	12657.80719	14450.63936	8552.324656	9411.292561	58282.40956	58810.47157	60008.16496	30813.20288	112930.2321	113955.3146	111059.5727	7227.490326	7409.262198	7270.215452	7268.630975	6992.772506	6941.758077	6658.797578	5426.287564	5801.263053	5886.26139	5721.449399	5542.491664	5726.695167	5468.994694	328.4377032	357.9391456	0	286.2852161	0	0
S304	472910.402	473043.1648	472888.9965	472760.9469	9887.253293	111157.4369	112952.5247	113876.0419	59944.36227	58401.38632	58662.78632	13891.55837	5693.743519	5672.121072	5314.384369	5242.92233	37608.51835	6308.173763	6454.988913	13264.26302	6480.576972	7163.892226	7718.89677	8964.504658	9657.333949	20124.57941	9887.253293	19981.31663	10312.05538	140.0003339	584.7021315	604.3848361	7718.89677	252222.9869	282280.6729	281712.3619	353.1859037	40684.39387	7096.292589	25402.42255	25750.0871	6469.305818	6874.974255	5899.990544	5965.860401	252824.3932	18484.00811	12657.80719	14450.63936	8552.324656	9411.292561	58282.40956	58810.47157	60008.16496	30813.20288	112930.2321	113955.3146	111059.5727	7227.490326	7409.262198	7270.215452	7268.630975	6992.772506	6941.758077	6658.797578	5426.287564	5801.263053	5886.26139	5721.449399	5542.491664	5726.695167	5468.994694	328.4377032	357.9391456	0	286.2852161	0	0
